case_id,legacy_case_id,manual_id,cell_number,treatment,source_image,source_fov_encrypted,global_x,global_y,raw_sha256,manual_swc_sha256
evotest_div10cc_cell134,div10_cell134,tracings_M237_totrace_Encrypted_134_0,134,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,2065.000000,10807.500000,637dd2900e7af5b7863f1b053c9f02b075698303a97edc7c0732966338ed21bb,ccc76a59b3b87206c39a93c85a20cb68b3151e3dbb78bd86a07ff6eeebaf61f4
evotest_div10cc_cell135,div10_cell135,tracings_M237_totrace_Encrypted_135_0,135,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,10950.000000,11509.500000,9b3e54c1c2c507ac3a620c8315313eb79e7538ec4bb73c1b9d9322dcbf1ae384,ce6d08268eeacf3e3d312326b809ac106dafd36b82f0a3b25f06e74e0d9493d4
evotest_div10cc_cell136,div10_cell136,tracings_M237_totrace_Encrypted_136_0,136,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,10591.000000,5789.500000,406196272e3211d3a38333b90a179ccdaaa5e807ae6cafae4851b7da94434513,f02f7e05f3e5b3aa8805b0e64f1a23d951051506eded9ffb76935459a676f971
evotest_div10cc_cell137,div10_cell137,tracings_M237_totrace_Encrypted_137_0,137,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,7603.000000,8201.500000,9d4ad282974e9ae44ef7fced1200fc6e9131f808958c095d7497ebcd0b8f0cff,c0b07c6d5e7721fcdee04ae356fb1f5082781790870d15aac53a8e42609e9888
evotest_div10cc_cell138,div10_cell138,tracings_M237_totrace_Encrypted_138_0,138,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,7241.500000,8252.000000,f55a6d2901940883e1ce3a6716c37bd328771a8d6f73729b9a4d2f25cd343fda,6fef5c6a8aed1ac661806981c0adf0ed9d5350f65972d650dc5639bca791654b
evotest_div10cc_cell139,div10_cell139,tracings_M237_totrace_Encrypted_139_0,139,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,4293.000000,5484.500000,9504b8aa1d9eb38b6131114ba2293c268fc5ff6dc002826dd4fc7b5cb4c4379a,a2011e393e59eea55df32a3075ff2ee9c0a77e405df9659c9e44a2d448c08441
evotest_div10cc_cell140,div10_cell140,tracings_M237_totrace_Encrypted_140_0,140,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,4093.000000,5091.500000,aca8e97a286f55bb41ca0736142647b22a2285bca78d6ca15802df74cdf5be59,a6414fe5873dce9a15776fa5591d8fea0657ea4f717a981090c02bc4f06408fe
evotest_div10cc_cell141,div10_cell141,tracings_M237_totrace_Encrypted_141_0,141,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,4590.000000,4426.500000,35d50788bdb808f448fe1f13f331a4fe4705247d745615e55a02730b80a44feb,16e4a38053bce38e4cf9d22f514b3fd4b0a9fa53d4e6bd55856987f8cb42042c
evotest_div10cc_cell142,div10_cell142,tracings_M237_totrace_Encrypted_142_0,142,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,8496.000000,10013.000000,5ea9339c45a70a3e5260f3042b80c1eda651a91af68be1ff56cb14c1508a26ad,00e93e0f2bc7fa522a5c832bc58c2c73adfba3d85d906072090ecbbf03115c10
evotest_div10cc_cell143,div10_cell143,tracings_M237_totrace_Encrypted_143_0,143,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,1281.500000,7009.000000,15ab0a70785b9acfd347314c118d32d3c70fce5089414b6400375eab5b0b54d3,e5270b186b6fc595e8ed25fa75c5946377450f829392e6f0f7194cf4e8cd1eae
evotest_div10cc_cell144,div10_cell144,tracings_M237_totrace_Encrypted_144_0,144,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,3885.000000,6798.500000,9e8634597a7a04b04ea605a10d2d31f18343b4eaa967aca58e83fc451a25c961,c268a3cd205dd823c760444ebe6dfdedf2a4d7cceeb0d2f47de979a308efc2b1
evotest_div10cc_cell145,div10_cell145,tracings_M237_totrace_Encrypted_145_0,145,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,9382.500000,4253.000000,7797da354e14bf5f87176767804b72fe1e84cc5c3c0de1bdb57e8c58b19882f8,850a365fda37a56f7d69ed218f08091fe1e01fa08a1103590008624848b2d962
evotest_div10cc_cell146,div10_cell146,tracings_M237_totrace_Encrypted_146_0,146,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,5631.500000,11010.500000,d44a7b8ebd5ee600c7ec7e2c18ec6b7d97f476bc12a9ead630ca3a0d421a7e85,e435f5589de8158f198bb490435efe776e8fce039a5aa20d77f6d4c528d3c253
evotest_div10cc_cell147,div10_cell147,tracings_M237_totrace_Encrypted_147_0,147,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,9864.000000,6586.000000,8580c811f9bf57a735e4d3cee026eecfebfa2fef1a2bc0f2ad36d80d1049663a,71d7b9050072c6aea336a4305d9e3abda417538cd32207d2923fc6252f4ba9b4
evotest_div10cc_cell148,div10_cell148,tracings_M237_totrace_Encrypted_148_0,148,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,7216.000000,10503.000000,ace951968f8420c0ef03b0dd6279f15eed2202d919d02032fbea3f03b7d9d7c9,c491b011f128ff2be1a692bfaf2be02703afea358937b7934bf82128b6c21288
evotest_div10cc_cell149,div10_cell149,tracings_M237_totrace_Encrypted_149_0,149,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,7867.500000,6257.500000,b53899f3a7ea9f218dd69cfe2552d013eb9727a82f3682fd44b6233329a6bc50,5e29618c8a37cbde1d9abb5be9313074830d4a4638ae009093709aa9b8cee08a
evotest_div10cc_cell150,div10_cell150,tracings_M237_totrace_Encrypted_150_0,150,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,5325.000000,12691.500000,ca530d2dd0dd684265203290cabbabb1013558cd8c1b6cdffec91edc7be71522,598038f5d1303b25be540f1391e4b7afe9a875056fb567efc5cd6deea27094f6
evotest_div10cc_cell151,div10_cell151,tracings_M237_totrace_Encrypted_151_0,151,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,5131.500000,11785.000000,ff7e8b9d9ffe0ef7391db07a65fad7c923dd3c2396581c98f09722540201d441,1a561cb679a326795ccd82650184df49a00e3dee9e030b77207472da76224fdf
evotest_div10cc_cell152,div10_cell152,tracings_M237_totrace_Encrypted_152_0,152,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,6575.500000,10483.500000,a55c7cfc52e42809cd67a02016aafcf48c90942b94d27d5498ea6ba3141e7cec,bd31bbe5bcd2847d6dd0e40bb849fe873d0e14fc06e4115e936c43eb6fef62e3
evotest_div10cc_cell153,div10_cell153,tracings_M237_totrace_Encrypted_153_0,153,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,1121.000000,9695.500000,22eefd5ef30a39845b38e98dab1cfad56dcbe0adafd4e8a83080cab9e3f44892,f580ef34f2c2883b4152da9f83bb61985f0dfaaf6c1e37ba2ae1ca8d76e73b6e
evotest_div10cc_cell154,div10_cell154,tracings_M237_totrace_Encrypted_154_0,154,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,1460.000000,8251.000000,b5ea0d0dd0e0ad384dc7a90ca2c1942d722b8589f7ee7f5fcafdef33e409b767,8f37461db3e777da47ae5d68fa14e938f49b6372af2c46cd27459b2868d627e8
evotest_div10cc_cell155,div10_cell155,tracings_M237_totrace_Encrypted_155_0,155,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,1417.500000,7933.000000,49b825da21c9ab40f2bef871f2ee7e3502e97e145a52aa4882ec917dd1c307fe,fdd496e24ff6fdcc692e33ae9719373000f3a05d7c771ac8042a23745cb79342
evotest_div10cc_cell156,div10_cell156,tracings_M237_totrace_Encrypted_156_0,156,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,1018.500000,8581.500000,82f051aaa38e7006cd3f78f1e541aef01d2efb1daa457b5e70f9d2e5fabd6800,c02c06ea4d28ae85460a2c50fd40518f00c53b99b07b80df4c02324180d2509c
evotest_div10cc_cell157,div10_cell157,tracings_M237_totrace_Encrypted_157_0,157,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,9961.000000,11002.000000,666d971868a390882581d1bb769ae9ccb11f1ba4d100324af9d343f109c09939,9a38ef1772b2c03acd223449c9a9e8781271e733587d40863fd76602f466dead
evotest_div10cc_cell158,div10_cell158,tracings_M237_totrace_Encrypted_158_0,158,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,9425.000000,9075.000000,fb16a92793c0be73a02e3524997df0cf8a38f8faa4fb190bfb36734b826d9a4b,5be1d2cdd336e71235b9711f3f807a983e5d289e0d6f28b83cee1b52d055e7bc
evotest_div10cc_cell159,div10_cell159,tracings_M237_totrace_Encrypted_159_0,159,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,3535.500000,6756.500000,d92cadbd5db2fefce1cc224abdf7a6831dc68b9220e1c1571b5d2e017471d1e6,06732f45ab3a490c6f8c933db8456edff0141f4ee1c19d7069353ef5fec9f052
evotest_div10cc_cell160,div10_cell160,tracings_M237_totrace_Encrypted_160_0,160,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,4095.000000,6444.000000,e2a7412d3e045e029885861349d86f129af09ea7e3af349ac37d5a1c83574795,67d0d5422a100dfc4c1df850df4e5a75a4cac9fe821710efe4d4b4f82bce1040
evotest_div10cc_cell161,div10_cell161,tracings_M237_totrace_Encrypted_161_0,161,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,10262.000000,11160.500000,add3bb6183bccc63359979a2063db04e1016ef1fab13fc05565d512e17d6ccb0,89618d05d8ea0a6519071362b00d89ca1bc887cd70b03a8e25f6843657436150
evotest_div10cc_cell162,div10_cell162,tracings_M237_totrace_Encrypted_162_0,162,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,1151.000000,9472.000000,d229d67e0777bd9d2a37373f326dce11c5ef479f68c09612db68f5140e2cfc13,f0aa945d6b17fee2ed9516dd5b4bd10bfefbb94e258f5ed9c68ddfcde13197f2
evotest_div10cc_cell163,div10_cell163,tracings_M237_totrace_Encrypted_163_0,163,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,8715.000000,11073.500000,5b5ed8683a1ab0bbc59b0070ad76694b61adac70d76d975d0e1da86bb6ffff14,9cf5448c0ae38e3c22d483a09150404ee83682f447a961d45cdff8333c773f32
evotest_div10cc_cell164,div10_cell164,tracings_M237_totrace_Encrypted_164_0,164,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,1914.500000,7609.500000,bf919f75970f19d33b74f3c6c60e17e2cbaa582515ba79ab0b86930112fa78d8,580cc33c6867656ca3cd853dd2aa15af0d19b3fefd861810a12e8938dba34099
evotest_div10cc_cell165,div10_cell165,tracings_M237_totrace_Encrypted_165_0,165,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,9682.000000,12250.000000,666147f3b74bd66270dd05fc7c0fe0e465145e8bcd30cc3f9d40f662ba05bfb7,c91e8ec25dd7e2f5461bec7c6d32cf5e616b388c07ba7f15c8fe3bd61b96fc75
evotest_div10cc_cell166,div10_cell166,tracings_M237_totrace_Encrypted_166_0,166,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,2142.500000,12275.500000,17649c1308c9d08fbd87ebe7ed9c3b2c2e368221cda000c6bf1b0ed8d8569dae,f572bb0a3f5c8b6a117ddbc728dc0e285d6125ffa1150381f195d6cbba250733
evotest_div10cc_cell167,div10_cell167,tracings_M237_totrace_Encrypted_167_0,167,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,5399.000000,8677.500000,2ecba0dfd4265da9ebb90a58767277c54fd4c27ba6fd17bf35072fb76e324d9d,0f7b0c119c6eab66f2eff4dd09c97b566bbd81d1fcfd2faa44b68726d07e16d9
evotest_div10cc_cell168,div10_cell168,tracings_M237_totrace_Encrypted_168_0,168,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,1744.000000,8018.500000,69d75d8d80625c905d562a58f8894eb6ef8e82b215fefc0f6d999f6f4fd53fd2,6bfa53a790d9c4f157afc41d193456910b2f20aa98773437d677a98a8f096603
evotest_div10cc_cell169,div10_cell169,tracings_M237_totrace_Encrypted_169_0,169,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,10203.500000,11088.500000,8dc00b56d6ffdf331dbc326eb14f8e4658547e5a01676ff5e7202fd122f00e70,7ab879c9d702b608cfdc76cc9c646fa230f8425f09974a712630d6e77070324f
evotest_div10cc_cell170,div10_cell170,tracings_M237_totrace_Encrypted_170_0,170,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,7145.000000,5687.000000,03fb37b378d04ead15589e24abc11377e718d8d31aadcf67a0abf0c85322eca2,5734785fc2ab045a929624d86bfe6ee1304211afd7a1078c30acf535f55e8381
evotest_div10cc_cell171,div10_cell171,tracings_M237_totrace_Encrypted_171_0,171,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,794.500000,8235.500000,1ae10b9237ed22148b3b48c7e352563ef573fbf1249f44eec3d9b64012fcba06,28b005b5acb3f438d73685979336f056ab178da603e2286e651ba69e1510d5c2
evotest_div10cc_cell172,div10_cell172,tracings_M237_totrace_Encrypted_172_0,172,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,6825.500000,9351.500000,5c5470bf560761c85a8c2a89c2ce74f16bbd1aeb7cf2e1171e12afd7243716fd,3991631b31903b86c40d46fb6ee3d0f2116fb986c2af1bde0ec342b28a754308
evotest_div10cc_cell173,div10_cell173,tracings_M237_totrace_Encrypted_173_0,173,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,10524.500000,10682.000000,a5836b4f32154d5d5271bf611be4b7bc2914d12ea8087662e0856994feb559e4,01657b4aff60363a4ab85f7dd778113033830047c9daeccb819eee683e29cfd8
evotest_div10cc_cell174,div10_cell174,tracings_M237_totrace_Encrypted_174_0,174,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,2030.000000,7879.000000,a2714f11584c7584f1d566d2eccc6e4e28184ae1b0712de9ff26135fa95d29dc,635a371b72c8161958967f20a4779c4334bab70a43cc6334deea6a94d8b78099
evotest_div10cc_cell175,div10_cell175,tracings_M237_totrace_Encrypted_175_0,175,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,9446.500000,9076.500000,2abadbbe636b37b5155a0c9a335a93519e6751658687680ddbbd159b1625f662,78efc45fcb37bc64585bd947e4a2cd888c0828fa53a87340ab4002a79a11a6d0
evotest_div10cc_cell176,div10_cell176,tracings_M237_totrace_Encrypted_176_0,176,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F8_DMSO.tif,3816840,10401.500000,10570.000000,8766e3736d4b7e10a8fe2734685c88a57fc6e6baf5bd75660f61619db5963366,06fc0524acfca5579a37b3bfb25d5fb4bd1b0bfa0d04f9f08a601cd8da49b5c0
evotest_div10cc_cell177,div10_cell177,tracings_M237_totrace_Encrypted_177_0,177,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,6214.500000,9296.000000,3350ffcaa6f23f0f1da273262d213b16f93b94ef5358fcd77cc1ea2be4e9cf70,4dca5c3df4d3e330961cfcdcd786ded0153c36c7c9f377ec13a1fcd30ac31b13
evotest_div10cc_cell178,div10_cell178,tracings_M237_totrace_Encrypted_178_0,178,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,9436.500000,3317.500000,87a6031c240031ae95c1df2c8c0c700fa40a22a77d42357235db12f7afaa6072,3c50caba4b9d9efeb34161eb06ccfd440396477d0871a039f03dad0e36dbb26e
evotest_div10cc_cell179,div10_cell179,tracings_M237_totrace_Encrypted_179_0,179,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,1506.500000,10428.500000,98a845e4494939011df5e95a9bbd6418ff78a57ad61ca99d0da20aeeb9266663,e10845d0571a8987f024a939ecabb0300ba6698f38fdfddd451379849fa8cd0c
evotest_div10cc_cell180,div10_cell180,tracings_M237_totrace_Encrypted_180_0,180,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,3144.000000,2285.000000,d08bcdefd11969a17008da3b3ee0c6fe1e71fe2a1650d71a31e5c884a7bb1079,4ee75f7d0a727cc52c4a9522da320a75956774f27e93731bb33598b74c4cfc2f
evotest_div10cc_cell181,div10_cell181,tracings_M237_totrace_Encrypted_181_0,181,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,7680.500000,2706.500000,48b732cadedaaf95db11a7afd20916f31fbf9a28428003e4dcdc8d25ba23f3cf,fcc1dd6e59551a76894e6ad6dca353d5d2624ad750bb79ac1b68b850ea6a9cba
evotest_div10cc_cell182,div10_cell182,tracings_M237_totrace_Encrypted_182_0,182,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,10167.000000,2484.000000,e98d5139b34838762221b38619a06a090702f352495b45d5a4e744f3e2d5c2a5,e460da1c93dd5145d1d4805caddc759cbc50938e078706fca124ba18c7fd3e18
evotest_div10cc_cell183,div10_cell183,tracings_M237_totrace_Encrypted_183_0,183,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,5428.500000,6474.000000,33469a80cc9b09bc88ab0ef70f418bd134c8eac556391a960ebdf3451d8118dc,d6e045fcf8fe109d54eeac3d69a20f2c83ea39b46c9fef807ba80864f0864f23
evotest_div10cc_cell184,div10_cell184,tracings_M237_totrace_Encrypted_184_0,184,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,597.000000,10194.500000,011e4db0d831ca37a0502c88ea001b1f9c22978b5e7bb0d16dfb4e734d9909e6,8bfa3c54b75e4f30414b6f70a8762fc4cd2875ea61cfbbbaee46a82d75097d39
evotest_div10cc_cell185,div10_cell185,tracings_M237_totrace_Encrypted_185_0,185,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,4383.500000,11417.000000,e344986c1edaad931ac4328b7025a8f7fd5d4e4ea1bfdb2c4541e4bf84c18d2f,39df1a0b6d85c08fcbc45d1fed0d3724e126e15bcffe230d12ef8c3a472b4f6f
evotest_div10cc_cell186,div10_cell186,tracings_M237_totrace_Encrypted_186_0,186,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,5184.000000,9239.000000,1d7959bca5346ecacfc307c7e8544b6c874d11137910b84aa1f3f7649b918708,6aeac574591c584d9dd3352d35fff33aa881f0552e6669133d60230ef00aac51
evotest_div10cc_cell187,div10_cell187,tracings_M237_totrace_Encrypted_187_0,187,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,3828.500000,11141.500000,0cf5f40f4ee73a7da33e603488676a74fcfd522b09faf169b2da75cb91fc5326,b82189bd2f35e24a5855e5769e9bb6be202bed0a471ca33952dd14590a811635
evotest_div10cc_cell188,div10_cell188,tracings_M237_totrace_Encrypted_188_0,188,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,8639.500000,4359.500000,5e7287601c50a8d681f59954e8ab4b9d6b98549787bfb34913be15df206b3a9d,ca382ae8f2f707f20c899ac7e7428c87e8607d1e0fc1df38c1bcd03b3ecd3f7f
evotest_div10cc_cell189,div10_cell189,tracings_M237_totrace_Encrypted_189_0,189,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,1156.500000,9469.500000,fe4d52791c77590c015595ceb03c7f96bede9809f2e58b49780f49060ac910aa,a95e2b4e33f2c4f75bf3d6181a0d236e977a8cf2c7851f7d73118f474b5c32b5
evotest_div10cc_cell190,div10_cell190,tracings_M237_totrace_Encrypted_190_0,190,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,9165.000000,3880.500000,5d702ca708bc3704eee2f3ccccc3c370d021e718d13d97efe1d768b152f92786,f65eae0897330185107d9c30bf5e16f949f72015cf17ddb4015bd5de9b712433
evotest_div10cc_cell191,div10_cell191,tracings_M237_totrace_Encrypted_191_0,191,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,4105.000000,1651.500000,2bb9292e3d3d5361874b7fdf4bf5daac75511cc40065d4bcbee2d91425c66582,1eac6d845ea89979368bfc03b3a0deb88a1ff6e2857289c11729ce96a90abfdc
evotest_div10cc_cell192,div10_cell192,tracings_M237_totrace_Encrypted_192_0,192,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,6479.500000,5100.000000,d8ad4cfb9fe6bf2052ba43816ed8adb6cb9e37f918bbb6792954db3d46e0a224,cd1ca55dbf2960be004eea189f756a995722672f02a9120985a2cefe30740c54
evotest_div10cc_cell193,div10_cell193,tracings_M237_totrace_Encrypted_193_0,193,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,4316.500000,10030.000000,5a4e6ed099a8cfbdddd86fd01713967a712c3154861a2a6507c875fc00bf4743,d8e2849fe3bcc650e0347b439e41f7fe38999044e018a14788d74bb2d3a1d65b
evotest_div10cc_cell194,div10_cell194,tracings_M237_totrace_Encrypted_194_0,194,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,2658.000000,11812.500000,bd995554754914ae8bc60029ab009cc7b422c704c7ea3fed186ee2daeeaec874,9f3da118663ed8a4648c0920fee3883fb1e4153a886f0dd5ecb3b3b59e5a2adf
evotest_div10cc_cell195,div10_cell195,tracings_M237_totrace_Encrypted_195_0,195,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,4673.500000,4114.500000,6ab544ad93abde065f0bba49b9dbac4a4eadaf9056f02eb2d311481c685df6b1,09fc63dd1565276bf799b4d561f7ed6cada746cc0f6241be77b24d378c801020
evotest_div10cc_cell196,div10_cell196,tracings_M237_totrace_Encrypted_196_0,196,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,2836.500000,11414.500000,a02b643b99f6c9ff5ab48ad75649941dafdfb6525fde8a28a93b225274cab377,7a6362b2cbeae914112884df20acae16168fe043bfc3cd99aa5f9fe4c41c7452
evotest_div10cc_cell197,div10_cell197,tracings_M237_totrace_Encrypted_197_0,197,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,6635.500000,6391.500000,5b678231d9b9c1c5ee2595b7ff0afcf78da9cd6642713237985e7cfcf587d264,1f85d5811684d2cad232fe518463386c75817db7736d8008b45449d8a99c156f
evotest_div10cc_cell198,div10_cell198,tracings_M237_totrace_Encrypted_198_0,198,dilutedDMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F9_dilutedDMSO.tif,3963564,8391.000000,6590.500000,8b4f8db2061d9a0a7f599b7739b0cd076022d4a0a7bceb1705608d495436f3fd,a1a08f85319eb5019b295d2c1005fa42d9b8aed2305da836aa12933cfe3e6898
